,PXindex,daily_change
,Index PX,PX % change
23.01.2009,751,-2.19
26.01.2009,768.9,2.38
27.01.2009,769.2,0.04
28.01.2009,786.4,2.24
29.01.2009,780.9,-0.7
30.01.2009,774.2,-0.86
02.02.2009,763.9,-1.33
03.02.2009,752.6,-1.48
04.02.2009,749.4,-0.43
05.02.2009,729.1,-2.71
06.02.2009,733.8,0.64
09.02.2009,761.1,3.72
10.02.2009,751.5,-1.26
11.02.2009,740.4,-1.48
12.02.2009,726.1,-1.93
13.02.2009,723.7,-0.33
16.02.2009,699,-3.41
17.02.2009,651.5,-6.8
18.02.2009,628.5,-3.53
19.02.2009,657,4.53
20.02.2009,648.2,-1.34
23.02.2009,645.1,-0.48
24.02.2009,644.9,-0.03
25.02.2009,642.1,-0.43
26.02.2009,642.8,0.11
27.02.2009,640.9,-0.3
02.03.2009,636.7,-0.66
03.03.2009,631,-0.9
04.03.2009,646.4,2.44
05.03.2009,639.7,-1.04
06.03.2009,643.4,0.58
09.03.2009,640.4,-0.47
10.03.2009,660.2,3.09
11.03.2009,675.6,2.33
12.03.2009,677.3,0.25
13.03.2009,692.3,2.21
16.03.2009,692.8,0.07
17.03.2009,693.3,0.07
18.03.2009,706.3,1.88
19.03.2009,742.6,5.14
20.03.2009,730,-1.7
23.03.2009,764.9,4.78
24.03.2009,778.8,1.82
25.03.2009,807,3.62
26.03.2009,810.7,0.46
27.03.2009,787.7,-2.84
30.03.2009,745.1,-5.41
31.03.2009,749.7,0.62
01.04.2009,755.2,0.73
02.04.2009,802.9,6.32
03.04.2009,823.7,2.59
06.04.2009,814.2,-1.15
07.04.2009,786.9,-3.35
08.04.2009,813.5,3.38
09.04.2009,840.8,3.36
10.04.2009,841.7,0.11
14.04.2009,845,0.39
15.04.2009,840.2,-0.57
16.04.2009,849.6,1.12
17.04.2009,845.3,-0.51
20.04.2009,827.9,-2.06
21.04.2009,811.6,-1.97
22.04.2009,822.3,1.32
23.04.2009,824.1,0.22
24.04.2009,834.1,1.21
27.04.2009,824,-1.21
28.04.2009,818.3,-0.69
29.04.2009,847.6,3.58
30.04.2009,880.6,3.89
04.05.2009,903.7,2.62
05.05.2009,935.1,3.47
06.05.2009,951.8,1.79
07.05.2009,982.7,3.25
11.05.2009,962.9,-2.01
12.05.2009,962.5,-0.04
13.05.2009,902.5,-6.23
14.05.2009,884.9,-1.95
15.05.2009,901.2,1.84
18.05.2009,899.5,-0.19
19.05.2009,915,1.72
20.05.2009,947.3,3.53
21.05.2009,928.1,-2.03
22.05.2009,925.8,-0.25
25.05.2009,924.8,-0.11
26.05.2009,914.7,-1.09
27.05.2009,910.3,-0.48
28.05.2009,901.5,-0.97
29.05.2009,864.6,-4.09
01.06.2009,918.2,6.2
02.06.2009,927.9,1.06
03.06.2009,923.7,-0.45
04.06.2009,932.4,0.94
05.06.2009,951,1.99
08.06.2009,940.5,-1.1
09.06.2009,960.6,2.14
10.06.2009,969.2,0.9
11.06.2009,964.8,-0.45
12.06.2009,957.3,-0.78
15.06.2009,940.1,-1.8
16.06.2009,932.3,-0.83
17.06.2009,922.2,-1.08
18.06.2009,922.2,0
19.06.2009,931.9,1.05
22.06.2009,898.9,-3.54
23.06.2009,885.9,-1.45
24.06.2009,904.7,2.12
25.06.2009,893,-1.29
26.06.2009,894.8,0.2
29.06.2009,891.9,-0.32
30.06.2009,898.2,0.71
01.07.2009,899,0.09
02.07.2009,886.5,-1.39
03.07.2009,875.9,-1.2
07.07.2009,880.7,0.55
08.07.2009,882.4,0.19
09.07.2009,890.5,0.92
10.07.2009,888.7,-0.2
13.07.2009,907.7,2.14
14.07.2009,931.4,2.61
15.07.2009,949.7,1.96
16.07.2009,948.4,-0.14
17.07.2009,944.2,-0.44
20.07.2009,962.6,1.95
21.07.2009,968.8,0.64
22.07.2009,955,-1.42
23.07.2009,957.2,0.23
24.07.2009,980.4,2.42
27.07.2009,993,1.29
28.07.2009,986.6,-0.64
29.07.2009,994.3,0.78
30.07.2009,1030.2,3.61
31.07.2009,1065.8,3.46
03.08.2009,1093.3,2.58
04.08.2009,1092.2,-0.1
05.08.2009,1120.5,2.59
06.08.2009,1144,2.1
07.08.2009,1141.4,-0.23
10.08.2009,1152.9,1.01
11.08.2009,1113.6,-3.41
12.08.2009,1114.9,0.12
13.08.2009,1166.9,4.66
14.08.2009,1171.4,0.39
17.08.2009,1128.7,-3.65
18.08.2009,1141.3,1.12
19.08.2009,1123.6,-1.55
20.08.2009,1136.9,1.18
21.08.2009,1139.4,0.22
24.08.2009,1195.7,4.94
25.08.2009,1194.8,-0.08
26.08.2009,1167.7,-2.27
27.08.2009,1158.7,-0.77
28.08.2009,1132.7,-2.24
31.08.2009,1162.2,2.6
01.09.2009,1167.3,0.44
02.09.2009,1120.1,-4.04
03.09.2009,1133.5,1.2
04.09.2009,1148.1,1.29
07.09.2009,1156,0.69
08.09.2009,1158.6,0.22
09.09.2009,1152.9,-0.49
10.09.2009,1147.5,-0.47
11.09.2009,1141.4,-0.53
14.09.2009,1133.6,-0.68
15.09.2009,1133.5,-0.01
16.09.2009,1154.8,1.88
17.09.2009,1164.4,0.83
18.09.2009,1155.6,-0.76
21.09.2009,1139.9,-1.36
22.09.2009,1163,2.03
23.09.2009,1166.4,0.29
24.09.2009,1159.4,-0.6
25.09.2009,1142.4,-1.47
29.09.2009,1145.1,0.24
30.09.2009,1157.1,1.05
01.10.2009,1152.9,-0.36
02.10.2009,1115.9,-3.21
05.10.2009,1123.6,0.69
06.10.2009,1144.2,1.83
07.10.2009,1134.2,-0.87
08.10.2009,1142.9,0.77
09.10.2009,1147.5,0.4
12.10.2009,1183.6,3.15
13.10.2009,1163.3,-1.72
14.10.2009,1176.6,1.14
15.10.2009,1162.2,-1.22
16.10.2009,1156.1,-0.52
19.10.2009,1152,-0.35
20.10.2009,1169.1,1.48
21.10.2009,1163.4,-0.49
22.10.2009,1151.2,-1.05
23.10.2009,1175.2,2.08
26.10.2009,1169,-0.53
27.10.2009,1152.3,-1.43
29.10.2009,1129.6,-1.97
30.10.2009,1141.4,1.04
02.11.2009,1130.4,-0.96
03.11.2009,1112,-1.63
04.11.2009,1129.2,1.55
05.11.2009,1148.6,1.72
06.11.2009,1135.1,-1.18
09.11.2009,1158,2.02
10.11.2009,1156.9,-0.09
11.11.2009,1157.6,0.06
12.11.2009,1168.8,0.97
13.11.2009,1152.3,-1.41
16.11.2009,1152.4,0.01
18.11.2009,1145.5,-0.6
19.11.2009,1147,0.13
20.11.2009,1150.1,0.27
23.11.2009,1154.5,0.38
24.11.2009,1140.7,-1.2
25.11.2009,1128,-1.11
26.11.2009,1103.5,-2.17
27.11.2009,1111.5,0.72
30.11.2009,1116.5,0.45
01.12.2009,1117.4,0.08
02.12.2009,1116.1,-0.12
03.12.2009,1128.1,1.08
04.12.2009,1150.1,1.95
07.12.2009,1139.6,-0.91
08.12.2009,1120.6,-1.67
09.12.2009,1105.9,-1.31
10.12.2009,1101,-0.44
11.12.2009,1110,0.82
14.12.2009,1105.2,-0.43
15.12.2009,1096.9,-0.75
16.12.2009,1114.5,1.6
17.12.2009,1117.7,0.29
18.12.2009,1108.6,-0.81
21.12.2009,1109.1,0.05
22.12.2009,1111.5,0.22
23.12.2009,1105.3,-0.56
28.12.2009,1114.4,0.82
29.12.2009,1125.7,1.01
30.12.2009,1117.3,-0.75
04.01.2010,1132.5,1.36
05.01.2010,1149.7,1.52
06.01.2010,1156.7,0.61
07.01.2010,1152.7,-0.35
08.01.2010,1157.2,0.39
11.01.2010,1182.6,2.19
12.01.2010,1176.6,-0.51
13.01.2010,1184.6,0.68
14.01.2010,1199,1.22
15.01.2010,1185.6,-1.12
18.01.2010,1208.2,1.91
19.01.2010,1209.9,0.14
20.01.2010,1220.3,0.86
21.01.2010,1216.2,-0.34
22.01.2010,1183.4,-2.7
25.01.2010,1194.7,0.95
26.01.2010,1183.2,-0.96
27.01.2010,1185.1,0.16
28.01.2010,1186.4,0.11
29.01.2010,1176.7,-0.82
01.02.2010,1188.5,1
02.02.2010,1176.6,-1
03.02.2010,1174.2,-0.2
04.02.2010,1135.2,-3.32
05.02.2010,1094.3,-3.6
08.02.2010,1092.8,-0.14
09.02.2010,1111.6,1.72
10.02.2010,1132.4,1.87
11.02.2010,1122,-0.92
12.02.2010,1113.4,-0.77
15.02.2010,1129.9,1.48
16.02.2010,1140.8,0.96
17.02.2010,1152.5,1.03
18.02.2010,1141.5,-0.95
19.02.2010,1150,0.74
22.02.2010,1154.6,0.4
23.02.2010,1143.4,-0.97
24.02.2010,1138,-0.47
25.02.2010,1126,-1.05
26.02.2010,1138.7,1.13
01.03.2010,1148,0.82
02.03.2010,1147.1,-0.08
03.03.2010,1149.1,0.17
04.03.2010,1147,-0.18
05.03.2010,1156.8,0.85
08.03.2010,1170.7,1.2
09.03.2010,1171.7,0.09
10.03.2010,1177.4,0.49
11.03.2010,1176.9,-0.04
12.03.2010,1189,1.03
15.03.2010,1186.7,-0.19
16.03.2010,1201.9,1.28
17.03.2010,1218.1,1.35
18.03.2010,1208.5,-0.79
19.03.2010,1188.9,-1.62
22.03.2010,1185.1,-0.32
23.03.2010,1187.2,0.18
24.03.2010,1183.9,-0.28
25.03.2010,1196.9,1.1
26.03.2010,1210.7,1.15
29.03.2010,1204.4,-0.52
30.03.2010,1212.8,0.7
31.03.2010,1196.8,-1.32
01.04.2010,1222.8,2.17
02.04.2010,1227.4,0.38
06.04.2010,1236.1,0.71
07.04.2010,1243.2,0.57
08.04.2010,1219.8,-1.88
09.04.2010,1234.3,1.19
12.04.2010,1247.5,1.07
13.04.2010,1255,0.6
14.04.2010,1293.6,3.08
15.04.2010,1304.2,0.82
16.04.2010,1295.4,-0.67
19.04.2010,1285.9,-0.73
20.04.2010,1284.5,-0.11
21.04.2010,1288,0.27
22.04.2010,1276.5,-0.89
23.04.2010,1292.6,1.26
26.04.2010,1314.6,1.7
27.04.2010,1298.4,-1.23
28.04.2010,1270.4,-2.16
29.04.2010,1276.9,0.51
30.04.2010,1276,-0.07
03.05.2010,1282.6,0.52
04.05.2010,1256.1,-2.07
05.05.2010,1194.8,-4.88
06.05.2010,1180.2,-1.22
07.05.2010,1146.6,-2.85
10.05.2010,1232.8,7.52
11.05.2010,1207.1,-2.08
12.05.2010,1235.5,2.35
13.05.2010,1225.4,-0.82
14.05.2010,1194.7,-2.51
17.05.2010,1193.1,-0.13
18.05.2010,1215.5,1.88
19.05.2010,1190.3,-2.07
20.05.2010,1142.4,-4.02
21.05.2010,1136.4,-0.53
24.05.2010,1156.6,1.78
25.05.2010,1097,-5.15
26.05.2010,1135,3.46
27.05.2010,1145.3,0.91
28.05.2010,1169.8,2.14
31.05.2010,1176.8,0.6
01.06.2010,1154.2,-1.92
02.06.2010,1159,0.42
03.06.2010,1183,2.07
04.06.2010,1135.3,-4.03
07.06.2010,1114.4,-1.84
08.06.2010,1103.1,-1.01
09.06.2010,1107.3,0.38
10.06.2010,1132.7,2.29
11.06.2010,1145.5,1.13
14.06.2010,1153.3,0.68
15.06.2010,1157.9,0.4
16.06.2010,1161.3,0.29
17.06.2010,1158.1,-0.28
18.06.2010,1164.9,0.59
21.06.2010,1185.4,1.76
22.06.2010,1172.4,-1.1
23.06.2010,1150,-1.91
24.06.2010,1137.9,-1.05
25.06.2010,1130.6,-0.64
28.06.2010,1134.2,0.32
29.06.2010,1113.7,-1.81
30.06.2010,1103.9,-0.88
01.07.2010,1100.1,-0.34
02.07.2010,1119,1.72
07.07.2010,1117.5,-0.13
08.07.2010,1140.8,2.09
09.07.2010,1147.8,0.61
12.07.2010,1148.7,0.08
13.07.2010,1172.3,2.05
14.07.2010,1174.8,0.21
15.07.2010,1174.9,0.01
16.07.2010,1153.1,-1.86
19.07.2010,1147.5,-0.49
20.07.2010,1142.6,-0.43
21.07.2010,1160.3,1.55
22.07.2010,1169.8,0.82
23.07.2010,1166.4,-0.29
26.07.2010,1175.3,0.76
27.07.2010,1189.4,1.2
28.07.2010,1183.9,-0.46
29.07.2010,1191.4,0.63
30.07.2010,1174.6,-1.41
02.08.2010,1190.3,1.34
03.08.2010,1189.7,-0.05
04.08.2010,1205.9,1.36
05.08.2010,1197.1,-0.73
06.08.2010,1199.1,0.17
09.08.2010,1199.5,0.03
10.08.2010,1192.3,-0.6
11.08.2010,1173.6,-1.57
12.08.2010,1167,-0.56
13.08.2010,1173.5,0.56
16.08.2010,1182,0.72
17.08.2010,1196.7,1.24
18.08.2010,1184.6,-1.01
19.08.2010,1188.3,0.31
20.08.2010,1173.3,-1.26
23.08.2010,1180.1,0.58
24.08.2010,1152.3,-2.36
25.08.2010,1142.1,-0.89
26.08.2010,1148,0.52
27.08.2010,1151.8,0.33
30.08.2010,1154.7,0.25
31.08.2010,1141.1,-1.18
01.09.2010,1156.5,1.35
02.09.2010,1178.2,1.88
03.09.2010,1171.1,-0.6
06.09.2010,1162,-0.78
07.09.2010,1145.6,-1.41
08.09.2010,1135.9,-0.85
09.09.2010,1142.8,0.61
10.09.2010,1138.8,-0.35
13.09.2010,1149.4,0.93
14.09.2010,1147.4,-0.17
15.09.2010,1142.2,-0.45
16.09.2010,1139.4,-0.25
17.09.2010,1126.9,-1.1
20.09.2010,1133.4,0.58
21.09.2010,1137.6,0.37
22.09.2010,1129.2,-0.74
23.09.2010,1129.4,0.02
24.09.2010,1135.8,0.57
27.09.2010,1130.8,-0.44
29.09.2010,1120.6,-0.9
30.09.2010,1131.6,0.98
01.10.2010,1126.7,-0.43
04.10.2010,1128.4,0.15
05.10.2010,1129.5,0.1
06.10.2010,1143.1,1.2
07.10.2010,1145.7,0.23
08.10.2010,1141.6,-0.36
11.10.2010,1151.5,0.87
12.10.2010,1140,-1
13.10.2010,1151.9,1.04
14.10.2010,1142.3,-0.83
15.10.2010,1142.1,-0.02
18.10.2010,1133.6,-0.74
19.10.2010,1136.5,0.26
20.10.2010,1131.7,-0.42
21.10.2010,1140,0.73
22.10.2010,1138.1,-0.17
25.10.2010,1158.1,1.76
26.10.2010,1154.5,-0.31
27.10.2010,1163.9,0.81
29.10.2010,1156,-0.68
01.11.2010,1157.5,0.13
02.11.2010,1160.8,0.29
03.11.2010,1168.3,0.65
04.11.2010,1173.6,0.45
05.11.2010,1166.2,-0.63
08.11.2010,1164.1,-0.18
09.11.2010,1172,0.68
10.11.2010,1157.4,-1.25
11.11.2010,1140.6,-1.45
12.11.2010,1155.6,1.32
15.11.2010,1147.1,-0.74
16.11.2010,1143.5,-0.31
18.11.2010,1150.9,0.65
19.11.2010,1147.1,-0.33
22.11.2010,1141.5,-0.49
23.11.2010,1122,-1.71
24.11.2010,1125.5,0.31
25.11.2010,1132.2,0.6
26.11.2010,1126.5,-0.5
29.11.2010,1119,-0.67
30.11.2010,1107.2,-1.05
01.12.2010,1148.5,3.73
02.12.2010,1165.7,1.5
03.12.2010,1166,0.03
06.12.2010,1175,0.77
07.12.2010,1175.1,0.01
08.12.2010,1165.9,-0.78
09.12.2010,1169.1,0.27
10.12.2010,1181.1,1.03
13.12.2010,1198.1,1.44
14.12.2010,1188.5,-0.8
15.12.2010,1192.5,0.34
16.12.2010,1199.9,0.62
17.12.2010,1187.7,-1.02
20.12.2010,1199.4,0.99
21.12.2010,1214,1.22
22.12.2010,1223.7,0.8
23.12.2010,1223.3,-0.03
27.12.2010,1216.3,-0.57
28.12.2010,1219.9,0.3
29.12.2010,1234.9,1.23
30.12.2010,1224.8,-0.82
03.01.2011,1243.4,1.52
04.01.2011,1254.2,0.87
05.01.2011,1242.6,-0.92
06.01.2011,1253.1,0.85
07.01.2011,1243.3,-0.78
10.01.2011,1214.8,-2.29
11.01.2011,1229.9,1.24
12.01.2011,1244.2,1.16
13.01.2011,1247,0.23
14.01.2011,1242.2,-0.38
17.01.2011,1254.7,1.01
18.01.2011,1276.3,1.72
19.01.2011,1271.7,-0.36
20.01.2011,1254.7,-1.34
21.01.2011,1268.2,1.08
24.01.2011,1255.9,-0.97
25.01.2011,1234.6,-1.7
26.01.2011,1244.6,0.81
27.01.2011,1247.9,0.27
28.01.2011,1226.9,-1.68
31.01.2011,1236.9,0.82
01.02.2011,1246.9,0.81
02.02.2011,1246.1,-0.06
03.02.2011,1233.4,-1.02
04.02.2011,1254.7,1.73
07.02.2011,1249.1,-0.45
08.02.2011,1244.7,-0.35
09.02.2011,1251,0.51
10.02.2011,1235.9,-1.21
11.02.2011,1238.2,0.19
14.02.2011,1251.3,1.06
15.02.2011,1247.4,-0.31
16.02.2011,1250.1,0.22
17.02.2011,1230.9,-1.54
18.02.2011,1237.2,0.51
21.02.2011,1242.7,0.44
22.02.2011,1241.4,-0.1
23.02.2011,1241.7,0.02
24.02.2011,1238,-0.3
25.02.2011,1241.2,0.26
28.02.2011,1244.1,0.23
01.03.2011,1230.6,-1.09
02.03.2011,1229.3,-0.11
03.03.2011,1238,0.71
04.03.2011,1233,-0.4
07.03.2011,1222.6,-0.84
08.03.2011,1219.2,-0.28
09.03.2011,1220.2,0.08
10.03.2011,1212.2,-0.66
11.03.2011,1217,0.4
14.03.2011,1208.1,-0.73
15.03.2011,1206.4,-0.14
16.03.2011,1201.7,-0.39
17.03.2011,1206.8,0.42
18.03.2011,1211.3,0.37
21.03.2011,1223,0.97
22.03.2011,1219.6,-0.28
23.03.2011,1225.5,0.48
24.03.2011,1239.9,1.18
25.03.2011,1245.4,0.44
28.03.2011,1257.4,0.96
29.03.2011,1258.8,0.11
30.03.2011,1260.8,0.16
31.03.2011,1257.3,-0.28
01.04.2011,1257.3,0
04.04.2011,1267.8,0.84
05.04.2011,1263.8,-0.32
06.04.2011,1275.4,0.92
07.04.2011,1272.6,-0.22
08.04.2011,1270.9,-0.13
11.04.2011,1263.7,-0.57
12.04.2011,1237.1,-2.1
13.04.2011,1249.6,1.01
14.04.2011,1235.2,-1.15
15.04.2011,1240,0.39
18.04.2011,1223.3,-1.35
19.04.2011,1232.5,0.75
20.04.2011,1241.9,0.76
21.04.2011,1254.8,1.04
22.04.2011,1251.6,-0.26
26.04.2011,1248.4,-0.26
27.04.2011,1263.6,1.22
28.04.2011,1264.2,0.05
29.04.2011,1261,-0.25
02.05.2011,1275.1,1.12
03.05.2011,1262.8,-0.96
04.05.2011,1272.9,0.8
05.05.2011,1258.9,-1.1
06.05.2011,1262.3,0.27
09.05.2011,1266.1,0.3
10.05.2011,1264.8,-0.1
11.05.2011,1268.1,0.26
12.05.2011,1259.7,-0.66
13.05.2011,1265.7,0.48
16.05.2011,1256.5,-0.73
17.05.2011,1251.7,-0.38
18.05.2011,1244.7,-0.56
19.05.2011,1254.1,0.76
20.05.2011,1255.2,0.09
23.05.2011,1244.7,-0.84
24.05.2011,1246.5,0.14
25.05.2011,1241.1,-0.43
26.05.2011,1241.2,0.01
27.05.2011,1239,-0.18
30.05.2011,1238.2,-0.06
31.05.2011,1248.9,0.86
01.06.2011,1245.8,-0.25
02.06.2011,1240,-0.47
03.06.2011,1231.6,-0.68
06.06.2011,1225.5,-0.5
07.06.2011,1224.9,-0.05
08.06.2011,1218.4,-0.53
09.06.2011,1206.7,-0.96
10.06.2011,1215.4,0.72
13.06.2011,1226.5,0.91
14.06.2011,1225.3,-0.1
15.06.2011,1225.7,0.03
16.06.2011,1214,-0.95
17.06.2011,1216.5,0.21
20.06.2011,1211.5,-0.41
21.06.2011,1230,1.53
22.06.2011,1225.1,-0.4
23.06.2011,1210.3,-1.21
24.06.2011,1205.3,-0.41
27.06.2011,1191.5,-1.14
28.06.2011,1193.7,0.18
29.06.2011,1216.3,1.89
30.06.2011,1225.4,0.75
01.07.2011,1235.5,0.82
04.07.2011,1231.6,-0.32
07.07.2011,1230.2,-0.11
08.07.2011,1219.6,-0.86
11.07.2011,1202.2,-1.43
12.07.2011,1194.9,-0.61
13.07.2011,1205.1,0.85
14.07.2011,1201.2,-0.32
15.07.2011,1199.2,-0.17
18.07.2011,1186.7,-1.04
19.07.2011,1185.5,-0.1
20.07.2011,1193.7,0.69
21.07.2011,1210.3,1.39
22.07.2011,1204.7,-0.46
25.07.2011,1204.7,0
26.07.2011,1186,-1.55
27.07.2011,1180.3,-0.48
28.07.2011,1176,-0.36
29.07.2011,1175.2,-0.07
01.08.2011,1179.2,0.34
02.08.2011,1168.2,-0.93
03.08.2011,1145.6,-1.93
04.08.2011,1120.7,-2.17
05.08.2011,1092.4,-2.53
08.08.2011,1027.4,-5.95
09.08.2011,1000.9,-2.58
10.08.2011,979.4,-2.15
11.08.2011,987.4,0.82
12.08.2011,988.7,0.13
15.08.2011,1016.8,2.84
16.08.2011,1005.4,-1.12
17.08.2011,1022.2,1.67
18.08.2011,1005.8,-1.6
19.08.2011,988.4,-1.73
22.08.2011,999.6,1.13
23.08.2011,998.7,-0.09
24.08.2011,1014.8,1.61
25.08.2011,1025,1.01
26.08.2011,1014.7,-1
29.08.2011,1030.2,1.53
30.08.2011,1030.2,0
31.08.2011,1048.4,1.77
01.09.2011,1039.9,-0.81
02.09.2011,1023.8,-1.55
05.09.2011,970.8,-5.18
06.09.2011,973.7,0.3
07.09.2011,994.7,2.16
08.09.2011,1007.3,1.27
09.09.2011,983.8,-2.33
12.09.2011,947.1,-3.73
13.09.2011,946.6,-0.05
14.09.2011,945.3,-0.14
15.09.2011,967.5,2.35
16.09.2011,950.5,-1.76
19.09.2011,907.4,-4.53
20.09.2011,907.2,-0.02
21.09.2011,929,2.4
22.09.2011,895.9,-3.56
23.09.2011,864.1,-3.55
26.09.2011,901.7,4.35
27.09.2011,934.4,3.63
29.09.2011,941.3,0.74
30.09.2011,933.9,-0.79
03.10.2011,917.6,-1.75
04.10.2011,891.2,-2.88
05.10.2011,899.4,0.92
06.10.2011,937.2,4.2
07.10.2011,950.1,1.38
10.10.2011,932.9,-1.81
11.10.2011,924.3,-0.92
12.10.2011,947.8,2.54
13.10.2011,941.9,-0.62
14.10.2011,935.9,-0.64
17.10.2011,918,-1.91
18.10.2011,925.1,0.77
19.10.2011,926.5,0.15
20.10.2011,915.9,-1.14
21.10.2011,931.3,1.68
24.10.2011,940.3,0.97
25.10.2011,945,0.5
26.10.2011,952.6,0.8
27.10.2011,967.6,1.57
31.10.2011,930.3,-3.85
01.11.2011,897.3,-3.55
02.11.2011,905.4,0.9
03.11.2011,923,1.94
04.11.2011,917.7,-0.57
07.11.2011,901.6,-1.75
08.11.2011,909.1,0.83
09.11.2011,904.2,-0.54
10.11.2011,902.2,-0.22
11.11.2011,910,0.86
14.11.2011,907.3,-0.3
15.11.2011,892,-1.69
16.11.2011,886.4,-0.63
18.11.2011,870.7,-1.77
21.11.2011,855.4,-1.76
22.11.2011,846.3,-1.06
23.11.2011,845.2,-0.13
24.11.2011,852.4,0.85
25.11.2011,843,-1.1
28.11.2011,859.3,1.93
29.11.2011,843.4,-1.85
30.11.2011,878.9,4.21
01.12.2011,873.7,-0.59
02.12.2011,888.2,1.66
05.12.2011,901.1,1.45
06.12.2011,889.9,-1.24
07.12.2011,880,-1.11
08.12.2011,876.3,-0.42
09.12.2011,873.3,-0.34
12.12.2011,860.1,-1.51
13.12.2011,862.2,0.24
14.12.2011,853.8,-0.97
15.12.2011,857.1,0.39
16.12.2011,856.7,-0.05
19.12.2011,852.8,-0.46
20.12.2011,867.9,1.77
21.12.2011,879.8,1.37
22.12.2011,891.6,1.34
23.12.2011,898.6,0.79
27.12.2011,906.4,0.87
28.12.2011,905.1,-0.14
29.12.2011,905.9,0.09
30.12.2011,911.1,0.57
02.01.2012,923.7,1.38
03.01.2012,934.3,1.15
04.01.2012,927.4,-0.74
05.01.2012,901.8,-2.76
06.01.2012,894.4,-0.82
09.01.2012,885.4,-1.01
10.01.2012,897.9,1.41
11.01.2012,890.6,-0.81
12.01.2012,897.6,0.79
13.01.2012,890.6,-0.78
16.01.2012,895.5,0.55
17.01.2012,889.4,-0.68
18.01.2012,902.4,1.46
19.01.2012,918,1.73
20.01.2012,935.3,1.88
23.01.2012,957,2.32
24.01.2012,947.4,-1
25.01.2012,945.8,-0.17
26.01.2012,978.1,3.42
27.01.2012,967.8,-1.05
30.01.2012,947.8,-2.07
31.01.2012,971.3,2.48
01.02.2012,983.3,1.24
02.02.2012,998.4,1.54
03.02.2012,1009.8,1.14
06.02.2012,1011.3,0.15
07.02.2012,1002.3,-0.89
08.02.2012,1024.2,2.18
09.02.2012,1025.8,0.16
10.02.2012,990.8,-3.41
13.02.2012,1010.4,1.98
14.02.2012,1004.7,-0.56
15.02.2012,1006.5,0.18
16.02.2012,995.9,-1.05
17.02.2012,1015.4,1.96
20.02.2012,1018.2,0.28
21.02.2012,1016,-0.22
22.02.2012,1014.1,-0.19
23.02.2012,994.6,-1.92
24.02.2012,1001.3,0.67
27.02.2012,1003.7,0.24
28.02.2012,993.2,-1.05
29.02.2012,1011.7,1.86
01.03.2012,1018.3,0.65
02.03.2012,1017.9,-0.04
05.03.2012,1003,-1.46
06.03.2012,989.5,-1.35
07.03.2012,990.5,0.1
08.03.2012,996.5,0.61
09.03.2012,997.9,0.14
12.03.2012,985.9,-1.2
13.03.2012,992.9,0.71
14.03.2012,999.6,0.67
15.03.2012,993.1,-0.65
16.03.2012,994.2,0.11
19.03.2012,998.9,0.47
20.03.2012,992.6,-0.63
21.03.2012,991.8,-0.08
22.03.2012,990.2,-0.16
23.03.2012,988,-0.22
26.03.2012,987.5,-0.05
27.03.2012,990.4,0.29
28.03.2012,987.1,-0.33
29.03.2012,969.3,-1.8
30.03.2012,973.1,0.39
02.04.2012,967.7,-0.55
03.04.2012,965.2,-0.26
04.04.2012,945.7,-2.02
05.04.2012,935.1,-1.12
06.04.2012,927.5,-0.81
10.04.2012,925.7,-0.19
11.04.2012,939.9,1.53
12.04.2012,940,0.01
13.04.2012,930.7,-0.99
16.04.2012,919.3,-1.22
17.04.2012,920.8,0.16
18.04.2012,922.8,0.22
19.04.2012,917.8,-0.54
20.04.2012,926.9,0.99
23.04.2012,911.2,-1.69
24.04.2012,922.1,1.2
25.04.2012,935.2,1.42
26.04.2012,930.2,-0.53
27.04.2012,935,0.52
30.04.2012,938.7,0.4
02.05.2012,933.3,-0.58
03.05.2012,924.9,-0.9
04.05.2012,919.1,-0.63
07.05.2012,916.1,-0.33
09.05.2012,893.1,-2.51
10.05.2012,911.9,2.11
11.05.2012,909.7,-0.24
14.05.2012,893.2,-1.81
15.05.2012,876,-1.93
16.05.2012,875.6,-0.05
17.05.2012,867.7,-0.9
18.05.2012,868.8,0.13
21.05.2012,873.2,0.51
22.05.2012,882.3,1.04
23.05.2012,878.1,-0.48
24.05.2012,879.2,0.13
25.05.2012,869.6,-1.09
28.05.2012,865.7,-0.45
29.05.2012,878.1,1.43
30.05.2012,876.7,-0.16
31.05.2012,865.6,-1.27
01.06.2012,859.2,-0.74
04.06.2012,863.9,0.55
05.06.2012,874.6,1.24
06.06.2012,881.2,0.75
07.06.2012,892.9,1.33
08.06.2012,886,-0.77
11.06.2012,879.5,-0.73
12.06.2012,870.4,-1.03
13.06.2012,873.5,0.36
14.06.2012,875.9,0.27
15.06.2012,885.5,1.1
18.06.2012,884.8,-0.08
19.06.2012,900.1,1.73
20.06.2012,896.7,-0.38
21.06.2012,902.1,0.6
22.06.2012,899.6,-0.28
25.06.2012,878.4,-2.36
26.06.2012,884.1,0.65
27.06.2012,886.3,0.25
28.06.2012,880.6,-0.64
29.06.2012,900.9,2.31
02.07.2012,911.5,1.18
03.07.2012,912.7,0.13
04.07.2012,916.3,0.39
09.07.2012,908.4,-0.86
10.07.2012,904.2,-0.46
11.07.2012,906.9,0.3
12.07.2012,896.9,-1.1
13.07.2012,904.2,0.81
16.07.2012,901.4,-0.31
17.07.2012,907.8,0.71
18.07.2012,901.6,-0.68
19.07.2012,909.8,0.91
